source,taxonID,scientificNameID,acceptedNameUsageID,parentNameUsageID,originalNameUsageID,nameAccordingToID,namePublishedInID,taxonConceptID,scientificName,acceptedNameUsage,parentNameUsage,originalNameUsage,nameAccordingTo,namePublishedIn,namePublishedInYear,higherClassification,kingdom,phylum,class,subclass,superorder,order,suborder,infraorder,parvorder,nanorder,superfamily,family,subfamily,tribe,subtribe,genus,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,verbatimTaxonRank,scientificNameAuthorship,vernacularName,nomenclaturalCode,taxonomicStatus,nomenclaturalStatus,taxonRemarks,canonical,,
,,,,,,,,,Ornithodoros coniceps Canestrini,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,coniceps,,,,Canestrini,,,,,,Ornithodoros coniceps,,
,,,,,,,,,Ornithodoros cooleyi Mcivor,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,cooleyi,,,,Mcivor,,,,,,Ornithodoros cooleyi,,
,,,,,,,,,Ornithodoros coriaceus Koch,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,coriaceus,,,,Koch,,,,,,Ornithodoros coriaceus,,
,,,,,,,,,"Ornithodoros darwini Kohls, Clifford & Hoogstraal",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,darwini,,,,"Kohls, Clifford & Hoogstraal",,,,,,Ornithodoros darwini,,
,,,,,,,,,Ornithodoros delancei acinus Whittick,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,delancei,acinus,,,Whittick,,,,,,Ornithodoros delancei acinus,,
,,,,,,,,,Ornithodoros delanoei delanoei Roubaud & Colas-Belcour,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,delanoei,delanoei,,,Roubaud & Colas-Belcour,,,,,,Ornithodoros delanoei delanoei,,
,,,,,,,,,Ornithodoros delanoei Roubaud & Colas-Belcour,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,delanoei,,,,Roubaud & Colas-Belcour,,,,,,Ornithodoros delanoei,,
,,,,,,,,,"Ornithodoros demrki Kohls, Sonenshine & Clifford",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,demrki,,,,"Kohls, Sonenshine & Clifford",,,,,,Ornithodoros demrki,,
,,,,,,,,,Ornithodoros dugesi Mazzotti,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,dugesi,,,,Mazzotti,,,,,,Ornithodoros dugesi,,
,,,,,,,,,Ornithodoros dusbabeki Cerny,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,dusbabeki,,,,Cerny,,,,,,Ornithodoros dusbabeki,,
,,,,,,,,,Ornithodoros dyeri Cooley & Kohls,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,dyeri,,,,Cooley & Kohls,,,,,,Ornithodoros dyeri,,
,,,,,,,,,Ornithodoros eboris Theiler,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,eboris,,,,Theiler,,,,,,Ornithodoros eboris,,
,,,,,,,,,"Ornithodoros echimys Kohls, Clifford & Jones",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,echimys,,,,"Kohls, Clifford & Jones",,,,,,Ornithodoros echimys,,
,,,,,,,,,"Ornithodoros elongatus Kohls, Sonenshine & Clifford",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,elongatus,,,,"Kohls, Sonenshine & Clifford",,,,,,Ornithodoros elongatus,,
,,,,,,,,,"Ornithodoros eptesicus Kohls, Clifford & Jones",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,eptesicus,,,,"Kohls, Clifford & Jones",,,,,,Ornithodoros eptesicus,,
,,,,,,,,,"Ornithodoros eremicus Cooley & Kohls, 1941",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,eremicus,,,,"Cooley & Kohls, 1941",,,,,,Ornithodoros eremicus,,
,,,,,,,,,"Ornithodoros erraticus (Lucas, 1849)",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,erraticus,,,,"(Lucas, 1849)",,,,,,Ornithodoros erraticus,,
,,,,,,,,,"Ornithodoros faini Hoogstraal, 1960",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,faini,,,,"Hoogstraal, 1960",,,,,,Ornithodoros faini,,
,,,,,,,,,Ornithodoros foleyi Parrot,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,foleyi,,,,Parrot,,,,,,Ornithodoros foleyi,,
,,,,,,,,,Ornithodoros furcosus Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,furcosus,,,,Neumann,,,,,,Ornithodoros furcosus,,
,,,,,,,,,"Ornithodoros galapagensis Kohls, Clifford & Hoogstraal",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,galapagensis,,,,"Kohls, Clifford & Hoogstraal",,,,,,Ornithodoros galapagensis,,
,,,,,,,,,Ornithodoros graingeri Heisch & Guggisberg,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,graingeri,,,,Heisch & Guggisberg,,,,,,Ornithodoros graingeri,,
,,,,,,,,,Ornithodoros grenieri Klein,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,grenieri,,,,Klein,,,,,,Ornithodoros grenieri,,
,,,,,,,,,Ornithodoros guaporensis ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,guaporensis,,,,,,,,,,Ornithodoros guaporensis,,
,,,,,,,,,Ornithodoros gurneyi Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,gurneyi,,,,Warburton,,,,,,Ornithodoros gurneyi,,
,,,,,,,,,Ornithodoros hasei (Schulze),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,hasei,,,,(Schulze),,,,,,Ornithodoros hasei,,
,,,,,,,,,"Ornithodoros hermsi Wheeler, Herms & Meyer",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,hermsi,,,,"Wheeler, Herms & Meyer",,,,,,Ornithodoros hermsi,,
,,,,,,,,,"Ornithodoros indica Rau & Rao, 1971",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,indica,,,,"Rau & Rao, 1971",,,,,,Ornithodoros indica,,
,,,,,,,,,"Ornithodoros kelleyi Cooley & Kohls, 1941",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,kelleyi,,,,"Cooley & Kohls, 1941",,,,,,Ornithodoros kelleyi,,
,,,,,,,,,Ornithodoros knoxjonesi Jones & Clifford,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,knoxjonesi,,,,Jones & Clifford,,,,,,Ornithodoros knoxjonesi,,
,,,,,,,,,Ornithodoros lahorensis Neumann,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,lahorensis,,,,Neumann,,,,,,Ornithodoros lahorensis,,
,,,,,,,,,"Ornithodoros macmillani Hoogstraal & Kohls, 1966",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,macmillani,,,,"Hoogstraal & Kohls, 1966",,,,,,Ornithodoros macmillani,,
,,,,,,,,,"Ornithodoros madagascariensis Hoogstraal, 1962",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,madagascariensis,,,,"Hoogstraal, 1962",,,,,,Ornithodoros madagascariensis,,
,,,,,,,,,"Ornithodoros marinkellei Kohls, Clifford & Jones",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,marinkellei,,,,"Kohls, Clifford & Jones",,,,,,Ornithodoros marinkellei,,
,,,,,,,,,Ornithodoros maritimus Vermeil & Marguet,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,maritimus,,,,Vermeil & Marguet,,,,,,Ornithodoros maritimus,,
,,,,,,,,,Ornithodoros marmosae Jones & Clifford,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,marmosae,,,,Jones & Clifford,,,,,,Ornithodoros marmosae,,
,,,,,,,,,Ornithodoros marocanus (Lucas),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,marocanus,,,,(Lucas),,,,,,Ornithodoros marocanus,,
,,,,,,,,,Ornithodoros megnini ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,megnini,,,,,,,,,,Ornithodoros megnini,,
,,,,,,,,,"Ornithodoros mimon Kohls, Clifford & Jones",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,mimon,,,,"Kohls, Clifford & Jones",,,,,,Ornithodoros mimon,,
,,,,,,,,,"Ornithodoros mormoops Kohls, Clifford & Jones",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,mormoops,,,,"Kohls, Clifford & Jones",,,,,,Ornithodoros mormoops,,
,,,,,,,,,Ornithodoros moubata (Murray),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,moubata,,,,(Murray),,,,,,Ornithodoros moubata,,
,,,,,,,,,Ornithodoros moubata porcinus Walton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,moubata,porcinus,,,Walton,,,,,,Ornithodoros moubata porcinus,,
,,,,,,,,,Ornithodoros moubata moubata (Murray),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,moubata,moubata,,,(Murray),,,,,,Ornithodoros moubata moubata,,
,,,,,,,,,Ornithodoros moubata domesticus (Walton),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,moubata,domesticus,,,(Walton),,,,,,Ornithodoros moubata domesticus,,
,,,,,,,,,Ornithodoros muesebecki Hoogstraal,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,muesebecki,,,,Hoogstraal,,,,,,Ornithodoros muesebecki,,
,,,,,,,,,Ornithodoros nereensis Pavlovsky,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,nereensis,,,,Pavlovsky,,,,,,Ornithodoros nereensis,,
,,,,,,,,,Ornithodoros nicollei Mooser,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,nicollei,,,,Mooser,,,,,,Ornithodoros nicollei,,
,,,,,,,,,Ornithodoros normandi Larrousse,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,normandi,,,,Larrousse,,,,,,Ornithodoros normandi,,
,,,,,,,,,"Ornithodoros papuensis Moorhouse, Hoogstraal, Wolf & Cliffo",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,papuensis,,,,"Moorhouse, Hoogstraal, Wolf & Cliffo",,,,,,Ornithodoros papuensis,,
,,,,,,,,,"Ornithodoros parkeri Cooley, 1936",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,parkeri,,,,"Cooley, 1936",,,,,,Ornithodoros parkeri,,
,,,,,,,,,Ornithodoros perengueyi Bedford & Hewitt,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,perengueyi,,,,Bedford & Hewitt,,,,,,Ornithodoros perengueyi,,
,,,,,,,,,"Ornithodoros peropteryx Kohls, Clifford & Jones",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,peropteryx,,,,"Kohls, Clifford & Jones",,,,,,Ornithodoros peropteryx,,
,,,,,,,,,"Ornithodoros peruvianus Kohls, Clifford & Jones",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,peruvianus,,,,"Kohls, Clifford & Jones",,,,,,Ornithodoros peruvianus,,
,,,,,,,,,Ornithodoros peusi (Schulze),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,peusi,,,,(Schulze),,,,,,Ornithodoros peusi,,
,,,,,,,,,Ornithodoros piriformis Warburton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,piriformis,,,,Warburton,,,,,,Ornithodoros piriformis,,
,,,,,,,,,Ornithodoros porcinus porcinus Walton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,porcinus,porcinus,,,Walton,,,,,,Ornithodoros porcinus porcinus,,
,,,,,,,,,Ornithodoros porcinus Walton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,porcinus,,,,Walton,,,,,,Ornithodoros porcinus,,
,,,,,,,,,Ornithodoros puertoricensis Fox,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,puertoricensis,,,,Fox,,,,,,Ornithodoros puertoricensis,,
,,,,,,,,,Ornithodoros rennellensis Clifford & Sonenshine,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,rennellensis,,,,Clifford & Sonenshine,,,,,,Ornithodoros rennellensis,,
,,,,,,,,,Ornithodoros reticulinsus ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,reticulinsus,,,,,,,,,,Ornithodoros reticulinsus,,
,,,,,,,,,"Ornithodoros rossi Kohls, Sonenshine & Clifford",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,rossi,,,,"Kohls, Sonenshine & Clifford",,,,,,Ornithodoros rossi,,
,,,,,,,,,Ornithodoros rostratus Aragao,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,rostratus,,,,Aragao,,,,,,Ornithodoros rostratus,,
,,,,,,,,,Ornithodoros rudis Karsch,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,rudis,,,,Karsch,,,,,,Ornithodoros rudis,,
,,,,,,,,,"Ornithodoros salahi Hoogstraal, 1953",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,salahi,,,,"Hoogstraal, 1953",,,,,,Ornithodoros salahi,,
,,,,,,,,,Ornithodoros savignyi (Audouin),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,savignyi,,,,(Audouin),,,,,,Ornithodoros savignyi,,
,,,,,,,,,Ornithodoros serrai ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,serrai,,,,,,,,,,Ornithodoros serrai,,
,,,,,,,,,"Ornithodoros setosus Kohls, Clifford & Jones",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,setosus,,,,"Kohls, Clifford & Jones",,,,,,Ornithodoros setosus,,
,,,,,,,,,Ornithodoros solomonis Dumbleton,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,solomonis,,,,Dumbleton,,,,,,Ornithodoros solomonis,,
,,,,,,,,,Ornithodoros sonrai ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,sonrai,,,,,,,,,,Ornithodoros sonrai,,
,,,,,,,,,"Ornithodoros sparnus Kohls & Clifford, 1963",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,sparnus,,,,"Kohls & Clifford, 1963",,,,,,Ornithodoros sparnus,,
,,,,,,,,,Ornithodoros spheniscus ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,spheniscus,,,,,,,,,,Ornithodoros spheniscus,,
,,,,,,,,,"Ornithodoros stageri Cooley & Kohls, 1941",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,stageri,,,,"Cooley & Kohls, 1941",,,,,,Ornithodoros stageri,,
,,,,,,,,,Ornithodoros steini (Schulze),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,steini,,,,(Schulze),,,,,,Ornithodoros steini,,
,,,,,,,,,Ornithodoros talaje (Guerin-meneville),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,talaje,,,,(Guerin-meneville),,,,,,Ornithodoros talaje,,
,,,,,,,,,Ornithodoros tartakovskyi Olenev,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,tartakovskyi,,,,Olenev,,,,,,Ornithodoros tartakovskyi,,
,,,,,,,,,Ornithodoros tholozani papillipes Birula,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,tholozani,papillipes,,,Birula,,,,,,Ornithodoros tholozani papillipes,,
,,,,,,,,,Ornithodoros tholozani crossi Brumpt,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,tholozani,crossi,,,Brumpt,,,,,,Ornithodoros tholozani crossi,,
,,,,,,,,,Ornithodoros tholozani Laboulbene & Megnin,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,tholozani,,,,Laboulbene & Megnin,,,,,,Ornithodoros tholozani,,
,,,,,,,,,Ornithodoros tiptoni Jones & Clifford,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,tiptoni,,,,Jones & Clifford,,,,,,Ornithodoros tiptoni,,
,,,,,,,,,Ornithodoros turicata (Duges),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,turicata,,,,(Duges),,,,,,Ornithodoros turicata,,
,,,,,,,,,Ornithodoros tuttlei Jones & Clifford,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,tuttlei,,,,Jones & Clifford,,,,,,Ornithodoros tuttlei,,
,,,,,,,,,"Ornithodoros vansomereni Keirans, Hoogstraal & Clifford, 1977",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,vansomereni,,,,"Keirans, Hoogstraal & Clifford, 1977",,,,,,Ornithodoros vansomereni,,
,,,,,,,,,"Ornithodoros viguerasi Cooley & Kohls, 1941",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,viguerasi,,,,"Cooley & Kohls, 1941",,,,,,Ornithodoros viguerasi,,
,,,,,,,,,"Ornithodoros vunkeri Keirans, Clifford & Hoogstraal",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,vunkeri,,,,"Keirans, Clifford & Hoogstraal",,,,,,Ornithodoros vunkeri,,
,,,,,,,,,"Ornithodoros yukeri Keirans, Clifford & Hoogstraal",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,yukeri,,,,"Keirans, Clifford & Hoogstraal",,,,,,Ornithodoros yukeri,,
,,,,,,,,,"Ornithodoros yunkeri Keirans, Clifford & Hoogstraal, 1984",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,yunkeri,,,,"Keirans, Clifford & Hoogstraal, 1984",,,,,,Ornithodoros yunkeri,,
,,,,,,,,,"Ornithodoros yumatensis Cooley & Kohls, 1941",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,yumatensis,,,,"Cooley & Kohls, 1941",,,,,,Ornithodoros yumatensis,,
,,,,,,,,,Ornithodoros zumpti Heisch & Guggisberg,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Ornithodoros,,zumpti,,,,Heisch & Guggisberg,,,,,,Ornithodoros zumpti,,
,,,,,,,,,Otobius lagophilus Cooley & Kohls,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Otobius,,lagophilus,,,,Cooley & Kohls,,,,,,Otobius lagophilus,,
,,,,,,,,,Otobius megnini (Duges),,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,,,,Otobius,,megnini,,,,(Duges),,,,,,Otobius megnini,,
,,,,,,,,,"Nothoaspis reddelli Keirans & Clifford, 1975",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Argasidae,Ornithodorinae,,,Nothoaspis,,reddelli,,,,"Keirans & Clifford, 1975",,,,,,Nothoaspis reddelli,,
,,,,,,,,,"Amblyomma albolimbatum Neumann, 1907",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,albolimbatum,,,,"Neumann, 1907",,,,,,Amblyomma albolimbatum,,
,,,,,,,,,"Amblyomma albopictum Neumann, 1899",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,albopictum,,,,"Neumann, 1899",,,,,,Amblyomma albopictum,,
,,,,,,,,,"Amblyomma americanum (Linnaeus, 1758)",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,americanum,,,,"(Linnaeus, 1758)",,,,,,Amblyomma americanum,,
,,,,,,,,,"Amblyomma antillorum Kohls, 1969",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,antillorum,,,,"Kohls, 1969",,,,,,Amblyomma antillorum,,
,,,,,,,,,"Amblyomma arianae Keirans & Garris, 1986",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,arianae,,,,"Keirans & Garris, 1986",,,,,,Amblyomma arianae,,
,,,,,,,,,"Amblyomma astrion Donitz, 1909",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,astrion,,,,"Donitz, 1909",,,,,,Amblyomma astrion,,
,,,,,,,,,"Amblyomma aureolatum (Pallas, 1772)",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,aureolatum,,,,"(Pallas, 1772)",,,,,,Amblyomma aureolatum,,
,,,,,,,,,"Amblyomma auricularium (Conil, 1878)",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,auricularium,,,,"(Conil, 1878)",,,,,,Amblyomma auricularium,,
,,,,,,,,,"Amblyomma australiense Neumann, 1905",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,australiense,,,,"Neumann, 1905",,,,,,Amblyomma australiense,,
,,,,,,,,,Amblyomma avecolens ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,avecolens,,,,,,,,,,Amblyomma avecolens,,
,,,,,,,,,"Amblyomma babirussae Schulze, 1933",,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,babirussae,,,,"Schulze, 1933",,,,,,Amblyomma babirussae,,
,,,,,,,,,Amblyomma boeroi ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,boeroi,,,,,,,,,,Amblyomma boeroi,,
,,,,,,,,,Amblyomma borneense infestum ,,,,,,,,,,Arachnida,Acari,Parasitiformes,Ixodida,,,,,Ixodoidea,Ixodidae,Amblyomminae,,,Amblyomma,,borneense,infestum,,,,,,,,,Amblyomma borneense infestum,,
